R0402|01094|   0.275|HKD
R0402|01096|   0.168|HKD
R0402|01097|   0.097|HKD
R0402|01098|  15.880|HKD
R0402|01099|  28.100|HKD
R0402|00011| 199.900|HKD
R0402|00110|   0.149|HKD
R0402|01100|   1.090|HKD
R0402|11002|   0.011|HKD
R0402|11004|   0.058|HKD
R0402|11005|   0.010|HKD
R0402|11007|   0.018|HKD
R0402|11008|   0.076|HKD
R0402|01101|   0.106|HKD
R0402|11012|   0.265|HKD
R0402|11013|   0.050|HKD
R0402|11018|   0.051|HKD
R0402|01102|   0.036|HKD
R0402|11020|   0.057|HKD
R0402|01103|   0.035|HKD
R0402|11032|   0.062|HKD
R0402|11033|   0.036|HKD
R0402|11039|   0.010|HKD
R0402|01104|   0.990|HKD
R0402|11043|   0.020|HKD
R0402|11046|   0.010|HKD
R0402|11049|   0.320|HKD
R0402|01105|   0.880|HKD
R0402|01106|   0.040|HKD
R0402|11061|   0.049|HKD
R0402|11062|   0.161|HKD
R0402|11063|   0.144|HKD
R0402|01107|   1.110|HKD
R0402|11077|   0.010|HKD
R0402|01108|   1.930|HKD
R0402|01109|  33.300|HKD
R0402|11097|   0.068|HKD
R0402|11099|   0.010|HKD
R0402|00111|   0.530|HKD
R0402|01110|   0.820|HKD
R0402|11101|   0.012|HKD
R0402|11105|   0.077|HKD
R0402|11106|   0.022|HKD
R0402|11107|   0.129|HKD
R0402|01111|  13.580|HKD
R0402|11116|   0.325|HKD
R0402|01112|  42.350|HKD
R0402|11120|   0.139|HKD
R0402|11122|   0.140|HKD
R0402|11123|   0.166|HKD
R0402|01113|  60.550|HKD
R0402|11130|   0.097|HKD
R0402|11131|   0.010|HKD
R0402|11134|   0.010|HKD
R0402|01114|   8.250|HKD
R0402|11142|   0.015|HKD
R0402|11143|   0.209|HKD
R0402|11144|   0.173|HKD
R0402|11145|   0.063|HKD
R0402|11146|   0.027|HKD
R0402|11148|   0.011|HKD
R0402|11149|   0.035|HKD
R0402|01115|   2.190|HKD
R0402|11151|   0.038|HKD
R0402|11154|   0.194|HKD
R0402|11157|   0.100|HKD
R0402|11158|   0.091|HKD
R0402|11159|   0.104|HKD
R0402|01116|   0.260|HKD
R0402|11160|   0.035|HKD
R0402|11166|   0.310|HKD
R0402|01117|   1.110|HKD
R0402|11171|   0.120|HKD
R0402|11172|   0.214|HKD
R0402|11177|   0.017|HKD
R0402|11178|   0.029|HKD
R0402|01118|   0.650|HKD
R0402|11181|   0.033|HKD
R0402|11186|   0.089|HKD
R0402|01119|   5.020|HKD
R0402|11192|   0.064|HKD
R0402|11195|   0.131|HKD
R0402|11198|   0.305|HKD
R0402|11199|   0.049|HKD
R0402|00112|   6.990|HKD
R0402|01120|   1.840|HKD
R0402|11203|   0.048|HKD
R0402|11204|   0.020|HKD
R0402|11207|   0.142|HKD
R0402|01121|   0.580|HKD
R0402|11219|   0.146|HKD
R0402|01122|   2.010|HKD
R0402|11226|   0.112|HKD
R0402|11227|   0.025|HKD
R0402|01123|   0.265|HKD
R0402|11238|   0.043|HKD
R0402|01124|   0.215|HKD
R0402|11245|   0.223|HKD
R0402|11249|   0.125|HKD
R0402|01125|   8.600|HKD
R0402|11250|   0.209|HKD
R0402|11255|   0.133|HKD
R0402|11256|   0.105|HKD
R0402|11257|   0.041|HKD
R0402|01126|   3.980|HKD
R0402|11261|   0.157|HKD
R0402|11263|   0.021|HKD
R0402|11268|   0.047|HKD
R0402|01127|   1.390|HKD
R0402|11271|   0.085|HKD
R0402|01128|  16.960|HKD
R0402|11284|   0.133|HKD
R0402|11287|   0.270|HKD
R0402|01129|   0.890|HKD
R0402|11295|   0.011|HKD
R0402|00113|   4.310|HKD
R0402|01130|   0.122|HKD
R0402|01131|   1.080|HKD
R0402|11315|   0.020|HKD
R0402|01132|   0.245|HKD
R0402|11328|   0.014|HKD
R0402|01133|   4.030|HKD
R0402|11332|   0.010|HKD
R0402|11335|   0.118|HKD
R0402|11337|   0.065|HKD
R0402|11338|   0.077|HKD
R0402|11343|   0.144|HKD
R0402|01135|   7.770|HKD
R0402|11363|   0.010|HKD
R0402|11366|   0.023|HKD
R0402|11368|   0.420|HKD
R0402|01137|   3.730|HKD
R0402|11370|   0.125|HKD
R0402|11371|   0.010|HKD
R0402|11372|   0.055|HKD
R0402|11374|   0.010|HKD
R0402|11378|   0.010|HKD
R0402|01138|   4.420|HKD
R0402|01139|   0.238|HKD
R0402|11396|   0.014|HKD
R0402|00114|   0.620|HKD
R0402|01140|   1.950|HKD
R0402|11401|   0.123|HKD
R0402|11404|   0.178|HKD
R0402|01141|   0.199|HKD
R0402|11418|   0.010|HKD
R0402|01142|   0.123|HKD
R0402|11420|   0.010|HKD
R0402|01143|   0.092|HKD
R0402|11432|   0.119|HKD
R0402|11434|   0.010|HKD
R0402|11440|   0.102|HKD
R0402|11441|   0.012|HKD
R0402|11442|   0.081|HKD
R0402|11445|   0.134|HKD
R0402|11446|   0.063|HKD
R0402|11447|   0.062|HKD
R0402|11448|   0.080|HKD
R0402|11449|   0.127|HKD
R0402|01145|   0.290|HKD
R0402|11450|   0.065|HKD
R0402|11451|   0.010|HKD
R0402|11452|   0.058|HKD
R0402|11453|   0.075|HKD
R0402|11457|   0.065|HKD
R0402|11458|   0.015|HKD
R0402|11459|   0.000|HKD
R0402|01146|   0.208|HKD
R0402|11460|   0.201|HKD
R0402|11461|   0.079|HKD
R0402|11464|   0.064|HKD
R0402|11467|   0.109|HKD
R0402|01148|   0.335|HKD
R0402|11481|   0.045|HKD
R0402|11483|   0.365|HKD
R0402|11484|   0.145|HKD
R0402|11499|   0.041|HKD
R0402|00115|   0.119|HKD
R0402|01150|   0.115|HKD
R0402|11503|   0.099|HKD
R0402|11505|   0.061|HKD
R0402|11507|   0.010|HKD
R0402|11508|   0.011|HKD
R0402|11509|   0.054|HKD
R0402|01151|  10.980|HKD
R0402|11511|   0.030|HKD
R0402|11517|   0.142|HKD
R0402|01152|   0.200|HKD
R0402|11522|   0.084|HKD
R0402|11536|   0.010|HKD
R0402|11545|   0.010|HKD
R0402|01155|   0.290|HKD
R0402|11557|   0.075|HKD
R0402|11560|   0.081|HKD
R0402|01157|   5.190|HKD
R0402|11578|   0.010|HKD
R0402|01158|  15.500|HKD
R0402|11581|   0.020|HKD
R0402|11585|   0.029|HKD
R0402|01159|   1.690|HKD
R0402|00116|  11.020|HKD
R0402|01160|   1.850|HKD
R0402|01161|   1.030|HKD
R0402|11614|   0.142|HKD
R0402|11616|   0.048|HKD
R0402|11628|   0.027|HKD
R0402|11631|   0.020|HKD
R0402|11634|   0.020|HKD
R0402|11635|   0.305|HKD
R0402|01164|   0.355|HKD
R0402|11643|   0.510|HKD
R0402|01165|   0.295|HKD
R0402|11653|   0.275|HKD
R0402|01166|   0.065|HKD
R0402|11670|   0.016|HKD
R0402|11673|   0.010|HKD
R0402|01168|   0.560|HKD
R0402|11680|   0.018|HKD
R0402|11689|   0.039|HKD
R0402|01169|  21.050|HKD
R0402|00117|   0.730|HKD
R0402|01170|   1.250|HKD
R0402|11701|   0.091|HKD
R0402|11704|   0.450|HKD
R0402|11708|   0.275|HKD
R0402|01171|   7.010|HKD
R0402|11710|   0.164|HKD
R0402|11714|   0.097|HKD
R0402|01172|   0.201|HKD
R0402|01173|   0.116|HKD
R0402|11732|   0.010|HKD
R0402|01174|   0.146|HKD
R0402|11745|   0.149|HKD
R0402|01175|   0.154|HKD
R0402|11756|   0.166|HKD
R0402|01176|   1.180|HKD
R0402|11766|   0.037|HKD
R0402|01177|   7.650|HKD
R0402|11776|   0.125|HKD
R0402|11779|   0.030|HKD
R0402|01178|   0.450|HKD
R0402|11795|   0.020|HKD
R0402|11797|   0.104|HKD
R0402|11798|   0.128|HKD
R0402|11799|   0.140|HKD
R0402|00118|   0.445|HKD
R0402|01180|   1.270|HKD
R0402|11801|   0.181|HKD
R0402|11802|   0.014|HKD
R0402|11806|   0.010|HKD
R0402|11809|   0.248|HKD
R0402|01181|   1.290|HKD
R0402|01182|   0.121|HKD
R0402|01183|   1.230|HKD
R0402|11830|   0.029|HKD
R0402|01184|   2.410|HKD
R0402|11841|   0.031|HKD
R0402|11842|   0.017|HKD
R0402|11846|   0.186|HKD
R0402|01185|   0.185|HKD
R0402|01186|   9.900|HKD
R0402|11862|   0.167|HKD
R0402|11864|   0.465|HKD
R0402|11870|   0.270|HKD
R0402|11876|   0.021|HKD
R0402|11878|   0.014|HKD
R0402|01188|   0.029|HKD
R0402|11880|   0.014|HKD
R0402|11886|   0.079|HKD
R0402|11888|   0.048|HKD
R0402|11889|   0.165|HKD
R0402|01189|   0.260|HKD
R0402|00119|   2.820|HKD
R0402|01190|   0.088|HKD
R0402|11904|   0.185|HKD
R0402|11909|   0.095|HKD
R0402|01191|   0.143|HKD
R0402|11913|   0.280|HKD
R0402|11918|   0.074|HKD
R0402|01192|   0.036|HKD
R0402|11924|   0.065|HKD
R0402|11926|   0.032|HKD
R0402|11928|   0.174|HKD
R0402|01193|  38.150|HKD
R0402|11937|   0.010|HKD
R0402|11938|   0.065|HKD
R0402|01194|   0.088|HKD
R0402|11941|   0.043|HKD
R0402|11943|   0.152|HKD
R0402|11946|   1.090|HKD
R0402|11948|   1.010|HKD
R0402|01195|   0.110|HKD
R0402|11957|   0.570|HKD
R0402|01196|   4.770|HKD
R0402|11961|   0.057|HKD
R0402|11963|   0.167|HKD
R0402|01197|   2.480|HKD
R0402|11975|   0.011|HKD
R0402|01198|   1.140|HKD
R0402|11980|   0.950|HKD
R0402|11981|   0.164|HKD
R0402|11986|   0.057|HKD
R0402|01199|   7.610|HKD
R0402|11991|   0.015|HKD
R0402|11992|   0.320|HKD
R0402|11995|   0.014|HKD
R0402|00012|  41.500|HKD
R0402|00120|   1.600|HKD
R0402|01200|   1.460|HKD
R0402|01201|   0.570|HKD
R0402|01202|   0.670|HKD
R0402|01203|   0.930|HKD
R0402|01205|   0.640|HKD
R0402|01206|   0.990|HKD
R0402|01207|   0.098|HKD
R0402|01208|   2.750|HKD
R0402|00121|   0.103|HKD
R0402|01210|   0.290|HKD
R0402|12102|   0.035|HKD
R0402|12109|   0.010|HKD
R0402|01211|  46.700|HKD
R0402|12110|   0.013|HKD
R0402|12113|   0.060|HKD
R0402|12114|   1.290|HKD
R0402|01212|  11.420|HKD
R0402|12121|   0.100|HKD
R0402|12124|   0.065|HKD
R0402|12125|   0.025|HKD
R0402|12126|   0.012|HKD
R0402|12127|   0.021|HKD
R0402|12128|   0.060|HKD
R0402|12129|   0.020|HKD
R0402|01213|   1.050|HKD
R0402|12131|   0.150|HKD
R0402|12132|   0.060|HKD
R0402|12135|   0.018|HKD
R0402|12137|   0.255|HKD
R0402|12143|   0.038|HKD
R0402|12144|   0.013|HKD
R0402|01215|   0.047|HKD
R0402|12154|   0.018|HKD
R0402|12156|   0.014|HKD
R0402|12159|   0.084|HKD
R0402|01216|   1.900|HKD
R0402|12160|   0.010|HKD
R0402|12161|   0.062|HKD
R0402|12165|   0.010|HKD
R0402|12168|   0.010|HKD
R0402|01217|   0.014|HKD
R0402|12173|   0.097|HKD
R0402|12176|   0.010|HKD
R0402|01218|   4.000|HKD
R0402|12180|   0.108|HKD
R0402|12181|   0.060|HKD
R0402|12182|   0.150|HKD
R0402|12183|   0.019|HKD
R0402|12185|   0.012|HKD
R0402|12186|   0.010|HKD
R0402|01219|   0.380|HKD
R0402|12190|   0.040|HKD
R0402|12192|   0.055|HKD
R0402|12199|   0.030|HKD
R0402|00122|   0.720|HKD
R0402|01220|   0.090|HKD
R0402|12200|   0.010|HKD
R0402|12203|   0.029|HKD
R0402|12205|   0.077|HKD
R0402|12207|   0.083|HKD
R0402|01221|   3.270|HKD
R0402|12213|   0.048|HKD
R0402|12214|   0.096|HKD
R0402|12216|   0.038|HKD
R0402|01222|   0.088|HKD
R0402|12224|   0.052|HKD
R0402|12225|   0.030|HKD
R0402|01223|   0.930|HKD
R0402|12231|   0.053|HKD
R0402|01224|   1.800|HKD
R0402|12240|   0.175|HKD
R0402|12241|   0.243|HKD
R0402|12243|   0.042|HKD
R0402|12244|   0.046|HKD
R0402|12245|   0.395|HKD
R0402|12246|   0.153|HKD
R0402|01225|   0.127|HKD
R0402|12251|   0.014|HKD
R0402|12252|   0.010|HKD
R0402|12253|   0.030|HKD
R0402|12254|   0.082|HKD
R0402|12255|   0.063|HKD
R0402|12259|   0.011|HKD
R0402|01226|   0.059|HKD
R0402|12261|   0.039|HKD
R0402|12262|   0.315|HKD
R0402|12263|   0.203|HKD
R0402|12266|   0.270|HKD
R0402|01227|   0.180|HKD
R0402|12275|   0.011|HKD
R0402|01228|   1.460|HKD
R0402|12282|   0.029|HKD
R0402|12283|   0.138|HKD
R0402|12284|   0.010|HKD
R0402|12285|   0.031|HKD
R0402|12287|   0.265|HKD
R0402|01229|   0.199|HKD
R0402|12290|   0.445|HKD
R0402|12299|   0.020|HKD
R0402|00123|   1.720|HKD
R0402|01230|   1.060|HKD
R0402|12308|   0.013|HKD
R0402|01231|   0.930|HKD
R0402|12311|   0.174|HKD
R0402|12314|   0.129|HKD
R0402|12316|   0.100|HKD
R0402|01232|   0.640|HKD
R0402|12320|   0.026|HKD
R0402|12321|   0.380|HKD
R0402|12322|   0.090|HKD
R0402|01233|  14.180|HKD
R0402|01234|   7.000|HKD
R0402|12347|   0.148|HKD
R0402|01235|   0.355|HKD
R0402|01236|   1.190|HKD
R0402|12363|   0.042|HKD
R0402|01237|   0.063|HKD
R0402|12374|   0.109|HKD
R0402|01238|   3.860|HKD
R0402|12384|   0.122|HKD
R0402|01239|   0.099|HKD
R0402|12392|   0.011|HKD
R0402|12398|   0.035|HKD
R0402|00124|   1.430|HKD
R0402|01240|   1.660|HKD
R0402|01241|   0.245|HKD
R0402|12416|   0.184|HKD
R0402|12418|   0.045|HKD
R0402|12422|   0.000|HKD
R0402|12429|   0.020|HKD
R0402|01243|   0.940|HKD
R0402|12432|   0.149|HKD
R0402|12436|   0.074|HKD
R0402|12438|   0.405|HKD
R0402|12448|   0.226|HKD
R0402|01245|   0.560|HKD
R0402|12454|   0.550|HKD
R0402|12455|   0.017|HKD
R0402|12456|   0.052|HKD
R0402|01246|   0.095|HKD
R0402|12465|   0.300|HKD
R0402|12467|   0.035|HKD
R0402|01247|   0.092|HKD
R0402|01249|   5.410|HKD
R0402|12494|   0.194|HKD
R0402|12498|   0.049|HKD
R0402|00125|   2.850|HKD
R0402|01250|   0.111|HKD
R0402|12502|   0.250|HKD
R0402|12503|   0.010|HKD
R0402|12508|   0.055|HKD
R0402|01251|   0.770|HKD
R0402|12511|   0.032|HKD
R0402|12514|   0.100|HKD
R0402|01252|   6.560|HKD
R0402|12524|   0.182|HKD
R0402|12527|   0.216|HKD
R0402|01253|   0.590|HKD
R0402|12546|   0.044|HKD
R0402|01255|   8.300|HKD
R0402|12551|   0.019|HKD
R0402|12552|   0.180|HKD
R0402|12554|   0.087|HKD
R0402|12560|   0.133|HKD
R0402|12564|   0.243|HKD
R0402|12565|   0.010|HKD
R0402|12566|   0.017|HKD
R0402|12568|   0.071|HKD
R0402|01257|   5.020|HKD
R0402|12571|   0.058|HKD
R0402|12576|   0.188|HKD
R0402|01258|   1.490|HKD
R0402|12584|   0.265|HKD
R0402|12585|   0.057|HKD
R0402|12586|   0.239|HKD
R0402|01259|   0.154|HKD
R0402|00126|   0.860|HKD
R0402|01260|   1.170|HKD
R0402|12602|   0.043|HKD
R0402|12612|   0.175|HKD
R0402|12613|   0.154|HKD
R0402|12614|   0.141|HKD
R0402|12615|   0.215|HKD
R0402|01262|   0.400|HKD
R0402|12621|   0.076|HKD
R0402|01263|   1.980|HKD
R0402|12635|   0.055|HKD
R0402|12642|   0.060|HKD
R0402|12644|   0.012|HKD
R0402|01265|   0.790|HKD
R0402|12650|   0.059|HKD
R0402|12655|   0.051|HKD
R0402|12658|   0.010|HKD
R0402|01266|   1.340|HKD
R0402|12660|   0.080|HKD
R0402|12662|   0.045|HKD
R0402|12666|   0.020|HKD
R0402|12667|   0.610|HKD
R0402|12668|   0.044|HKD
R0402|12669|   0.153|HKD
R0402|12679|   0.013|HKD
R0402|01268|   5.070|HKD
R0402|12682|   0.062|HKD
R0402|12685|   0.070|HKD
R0402|12688|   0.107|HKD
R0402|01269|   2.270|HKD
R0402|12695|   0.010|HKD
R0402|12697|   0.011|HKD
R0402|12698|   0.021|HKD
R0402|00127|   7.180|HKD
R0402|01270|   2.990|HKD
R0402|01271|   4.750|HKD
R0402|12711|   0.130|HKD
R0402|01272|   1.820|HKD
R0402|12721|   0.047|HKD
R0402|12724|   0.016|HKD
R0402|01273|   0.495|HKD
R0402|12744|   0.189|HKD
R0402|12745|   0.051|HKD
R0402|01275|   1.750|HKD
R0402|01277|   0.410|HKD
R0402|01278|   0.183|HKD
R0402|12785|   0.078|HKD
R0402|12787|   0.019|HKD
R0402|12788|   0.290|HKD
R0402|12790|   0.010|HKD
R0402|12792|   0.220|HKD
R0402|12796|   0.139|HKD
R0402|00128|   0.780|HKD
R0402|01280|   0.355|HKD
R0402|12804|   0.066|HKD
R0402|12808|   0.071|HKD
R0402|01281|   0.690|HKD
R0402|01282|   0.285|HKD
R0402|12824|   0.285|HKD
R0402|12830|   1.030|HKD
R0402|12841|   0.010|HKD
R0402|01285|   1.330|HKD
R0402|12855|   0.032|HKD
R0402|12872|   0.365|HKD
R0402|12875|   0.041|HKD
R0402|12877|   0.161|HKD
R0402|01288|   3.230|HKD
R0402|12883|   0.104|HKD
R0402|12887|   0.010|HKD
R0402|01289|   1.590|HKD
R0402|00129|   1.450|HKD
R0402|01290|   1.080|HKD
R0402|12904|   0.182|HKD
R0402|12907|   0.069|HKD
R0402|12908|   0.068|HKD
R0402|12909|   0.136|HKD
R0402|12911|   0.019|HKD
R0402|12912|   0.010|HKD
R0402|12913|   0.010|HKD
R0402|01292|   2.740|HKD
R0402|12922|   0.300|HKD
R0402|12923|   0.022|HKD
R0402|12924|   0.164|HKD
R0402|12928|   0.161|HKD
R0402|01293|   3.500|HKD
R0402|12931|   0.158|HKD
R0402|12933|   0.014|HKD
R0402|12938|   0.015|HKD
R0402|12941|   0.146|HKD
R0402|12945|   0.120|HKD
R0402|01296|   0.270|HKD
R0402|01297|   2.350|HKD
R0402|12970|   0.169|HKD
R0402|12974|   0.280|HKD
R0402|12977|   0.018|HKD
R0402|01298|   3.200|HKD
R0402|01299|  80.000|HKD
R0402|12993|   0.019|HKD
R0402|12994|   0.010|HKD
R0402|12996|   0.116|HKD
R0402|12998|   0.096|HKD
R0402|00130|   0.640|HKD
R0402|01300|   1.230|HKD
R0402|13005|   0.011|HKD
R0402|01301|   1.310|HKD
R0402|01302|   1.410|HKD
R0402|13023|   0.010|HKD
R0402|13024|   0.010|HKD
R0402|13027|   0.010|HKD
R0402|01303|   0.395|HKD
R0402|13034|   0.070|HKD
R0402|13035|   0.075|HKD
R0402|13037|   0.019|HKD
R0402|01305|   0.800|HKD
R0402|13051|   0.015|HKD
R0402|13052|   0.970|HKD
R0402|13077|   0.026|HKD
R0402|01308|   8.040|HKD
R0402|13087|   0.340|HKD
R0402|13089|   0.097|HKD
R0402|13097|   0.021|HKD
R0402|00131|   3.980|HKD
R0402|01310|  13.440|HKD
R0402|13112|   0.093|HKD
R0402|01312|   0.230|HKD
R0402|13127|   0.325|HKD
R0402|01313|   7.290|HKD
R0402|01314|   0.660|HKD
R0402|13145|   0.540|HKD
R0402|13149|   0.076|HKD
R0402|01315|   0.165|HKD
R0402|13152|   0.184|HKD
R0402|01316|   9.610|HKD
R0402|13163|   0.091|HKD
R0402|01317|   3.100|HKD
R0402|01318|   0.630|HKD
R0402|13180|   0.015|HKD
R0402|13187|   0.020|HKD
R0402|01319|   0.285|HKD
R0402|13190|   0.014|HKD
R0402|13191|   0.020|HKD
R0402|13194|   0.000|HKD
R0402|00132|   0.345|HKD
R0402|13201|   0.013|HKD
R0402|13206|   0.065|HKD
R0402|01321|   0.990|HKD
R0402|13212|   0.247|HKD
R0402|01322|   0.231|HKD
R0402|13221|   0.011|HKD
R0402|01323|   0.570|HKD
R0402|13233|   0.086|HKD
R0402|13235|   0.036|HKD
R0402|13240|   0.112|HKD
R0402|13247|   0.064|HKD
R0402|13255|   0.079|HKD
R0402|01326|   0.210|HKD
R0402|13267|   0.066|HKD
R0402|01327|   0.033|HKD
R0402|13270|   0.010|HKD
R0402|13271|   0.052|HKD
R0402|13275|   0.025|HKD
R0402|01328|   0.133|HKD
R0402|13281|   0.010|HKD
R0402|01329|   1.250|HKD
R0402|13294|   0.020|HKD
R0402|13295|   0.455|HKD
R0402|13299|   0.044|HKD
R0402|00133|  10.060|HKD
R0402|01330|   3.500|HKD
R0402|13302|   0.173|HKD
R0402|13312|   0.300|HKD
R0402|01332|   0.060|HKD
R0402|13324|   0.019|HKD
R0402|13325|   0.107|HKD
R0402|01333|   3.680|HKD
R0402|13332|   0.340|HKD
R0402|13338|   0.020|HKD
R0402|13343|   0.018|HKD
R0402|13347|   0.171|HKD
R0402|01335|   0.100|HKD
R0402|13352|   0.010|HKD
R0402|13355|   0.117|HKD
R0402|01336|  35.850|HKD
R0402|13360|   0.106|HKD
R0402|13368|   0.110|HKD
R0402|01337|   1.650|HKD
R0402|13371|   0.395|HKD
R0402|13372|   0.220|HKD
R0402|13378|   0.315|HKD
R0402|01338|   0.137|HKD
R0402|13387|   0.690|HKD
R0402|13389|   0.055|HKD
R0402|01339|   3.030|HKD
R0402|13391|   0.140|HKD
R0402|13399|   0.010|HKD
R0402|01340|   0.136|HKD
R0402|13400|   0.230|HKD
R0402|13403|   0.158|HKD
R0402|13407|   0.010|HKD
R0402|01341|   0.335|HKD
R0402|13412|   0.197|HKD
R0402|13414|   0.086|HKD
R0402|13417|   0.131|HKD
R0402|13418|   0.160|HKD
R0402|13423|   0.010|HKD
R0402|13437|   0.084|HKD
R0402|13441|   0.221|HKD
R0402|01345|   0.700|HKD
R0402|13454|   0.010|HKD
R0402|13460|   0.033|HKD
R0402|13462|   0.149|HKD
R0402|13466|   0.047|HKD
R0402|01347|  15.300|HKD
R0402|13471|   0.013|HKD
R0402|13476|   0.108|HKD
R0402|13478|   0.052|HKD
R0402|01348|   0.550|HKD
R0402|13482|   0.149|HKD
R0402|13483|   0.020|HKD
R0402|13484|   0.275|HKD
R0402|01349|   5.780|HKD
R0402|13493|   0.073|HKD
R0402|00135|   6.790|HKD
R0402|13504|   0.123|HKD
R0402|13512|   0.320|HKD
R0402|13517|   0.020|HKD
R0402|13521|   0.079|HKD
R0402|13522|   0.010|HKD
R0402|13528|   0.570|HKD
R0402|13529|   0.280|HKD
R0402|01353|   1.000|HKD
R0402|13530|   1.160|HKD
R0402|13532|   0.010|HKD
R0402|13545|   0.010|HKD
R0402|13546|   0.138|HKD
R0402|13547|   0.170|HKD
R0402|01355|   0.650|HKD
R0402|13552|   0.193|HKD
R0402|13556|   0.055|HKD
R0402|13557|   0.114|HKD
R0402|13558|   0.040|HKD
R0402|13559|   0.315|HKD
R0402|13561|   0.094|HKD
R0402|13564|   0.184|HKD
R0402|13568|   0.081|HKD
R0402|13569|   0.330|HKD
R0402|01357|   2.610|HKD
R0402|13578|   0.134|HKD
R0402|01358|   1.010|HKD
R0402|13582|   0.010|HKD
R0402|13586|   0.010|HKD
R0402|01359|   1.820|HKD
R0402|13592|   0.100|HKD
R0402|00136|   0.190|HKD
R0402|01360|   2.050|HKD
R0402|01361|   1.440|HKD
R0402|13613|   0.010|HKD
R0402|01362|   1.260|HKD
R0402|13623|   0.036|HKD
R0402|13626|   0.186|HKD
R0402|01363|   0.340|HKD
